page,block_type,character,text,explicit_tone,scene,embedding_index
165,DIALOGUE,FARHAN,b/kj] b/kj] b/kjA,,"INT. CHANCHAD BHAWAN, SHIMLA",2837
165,DIALOGUE,FARHAN,bathroom. Real Rancho comes galloping,,"INT. CHANCHAD BHAWAN, SHIMLA",2838
165,DIALOGUE,FARHAN,"after them, sees them and stops. He cocks",,"INT. CHANCHAD BHAWAN, SHIMLA",2839
165,DIALOGUE,FARHAN,his gun and aims at them.,,"INT. CHANCHAD BHAWAN, SHIMLA",2840
165,DIALOGUE,FARHAN,fj;y jSUpks,,"INT. CHANCHAD BHAWAN, SHIMLA",2841
165,DIALOGUE,REAL RANCHO,ikik dks NksM+! ;s ;s---g,,"INT. CHANCHAD BHAWAN, SHIMLA",2842
166,DIALOGUE,REAL RANCHO,desperately to the only weapon they,,"INT. CHANCHAD BHAWAN, SHIMLA",2843
166,DIALOGUE,REAL RANCHO,fi nd the commode. Raju drops to his,,"INT. CHANCHAD BHAWAN, SHIMLA",2844
166,DIALOGUE,REAL RANCHO,"knees beside it, slams back the cover and",,"INT. CHANCHAD BHAWAN, SHIMLA",2845
166,DIALOGUE,REAL RANCHO,dangles the urn in the open cavity.,,"INT. CHANCHAD BHAWAN, SHIMLA",2846
166,DIALOGUE,REAL RANCHO,jktw,,"INT. CHANCHAD BHAWAN, SHIMLA",2847
166,DIALOGUE,RAJU,crk dkSu gS rw] ojuk ;gh is vfLFkfoltZu,,"INT. CHANCHAD BHAWAN, SHIMLA",2848
166,DIALOGUE,RAJU,dj nwaxk rsjs ikik dkA,,"INT. CHANCHAD BHAWAN, SHIMLA",2849
166,DIALOGUE,RAJU,fj;y jSUpks,,"INT. CHANCHAD BHAWAN, SHIMLA",2850
166,DIALOGUE,REAL RANCHO,ikik dks esjs gokys dj!,,"INT. CHANCHAD BHAWAN, SHIMLA",2851
166,DIALOGUE,REAL RANCHO,jktw,,"INT. CHANCHAD BHAWAN, SHIMLA",2852
166,DIALOGUE,RAJU,"ikik xaxk esa ugha] xVj esa tk,axsA",,"INT. CHANCHAD BHAWAN, SHIMLA",2853
166,DIALOGUE,RAJU,fj;y jSUpks,,"INT. CHANCHAD BHAWAN, SHIMLA",2854
166,DIALOGUE,REAL RANCHO,;k vkg--- ikik dks ikSV ls fudky] fudky,,"INT. CHANCHAD BHAWAN, SHIMLA",2855
166,DIALOGUE,REAL RANCHO,ikSV ls!,,"INT. CHANCHAD BHAWAN, SHIMLA",2856
166,DIALOGUE,REAL RANCHO,trigger.,,"INT. CHANCHAD BHAWAN, SHIMLA",2857
166,DIALOGUE,REAL RANCHO,jktw,,"INT. CHANCHAD BHAWAN, SHIMLA",2858
166,DIALOGUE,RAJU,"rw Vªhxj nck,xk] eSa ¶y'k nckÅ¡xkA",,"INT. CHANCHAD BHAWAN, SHIMLA",2859
166,DIALOGUE,RAJU,fj;y jSUpks,,"INT. CHANCHAD BHAWAN, SHIMLA",2860
166,DIALOGUE,REAL RANCHO,ns[k] eSa rhu fxuwaxk clA,,"INT. CHANCHAD BHAWAN, SHIMLA",2861
166,DIALOGUE,REAL RANCHO,bluffi ng bravely.,,"INT. CHANCHAD BHAWAN, SHIMLA",2862
166,DIALOGUE,FARHAN,vcs Mjkrk fdldks gS] gk¡\ pyk xksyhA,,"INT. CHANCHAD BHAWAN, SHIMLA",2863
166,DIALOGUE,FARHAN,the urn in Raju’s hand.,,"INT. CHANCHAD BHAWAN, SHIMLA",2864
167,DIALOGUE,FARHAN,jktw] Mky ns vanjA,,"INT. CHANCHAD BHAWAN, SHIMLA",2865
167,DIALOGUE,FARHAN,colour drains from his face.,,"INT. CHANCHAD BHAWAN, SHIMLA",2866
167,DIALOGUE,FARHAN,fj;y jSUpks,,"INT. CHANCHAD BHAWAN, SHIMLA",2867
167,DIALOGUE,REAL RANCHO,",dA",,"INT. CHANCHAD BHAWAN, SHIMLA",2868
167,DIALOGUE,REAL RANCHO,table covered with urns. He sees the,,"INT. CHANCHAD BHAWAN, SHIMLA",2869
167,DIALOGUE,REAL RANCHO,correct urn there.,,"INT. CHANCHAD BHAWAN, SHIMLA",2870
167,DIALOGUE,FARHAN,"vcs ge rks yqM+d tk,axs] ysfdu lkFk esa rsjs",,"INT. CHANCHAD BHAWAN, SHIMLA",2871
167,DIALOGUE,FARHAN,ikik dks Hkh yqM+dk ds tk;saxsA le>s\,,"INT. CHANCHAD BHAWAN, SHIMLA",2872
167,DIALOGUE,FARHAN,the drain.,,"INT. CHANCHAD BHAWAN, SHIMLA",2873
167,DIALOGUE,REAL RANCHO,barrage.,,"INT. CHANCHAD BHAWAN, SHIMLA",2874
167,DIALOGUE,FARHAN,fQj Nyuh ls Nku Nku ds fudkyrs jguk,,"INT. CHANCHAD BHAWAN, SHIMLA",2875
167,DIALOGUE,FARHAN,vius ikik dksA,,"INT. CHANCHAD BHAWAN, SHIMLA",2876
168,DIALOGUE,FARHAN,jktw,,"INT. CHANCHAD BHAWAN, SHIMLA",2877
168,DIALOGUE,RAJU,ge xyr yksVk ys vk;s ;kjA ;s rks [kkyh,in a low voice,"INT. CHANCHAD BHAWAN, SHIMLA",2878
168,DIALOGUE,RAJU,gSA,,"INT. CHANCHAD BHAWAN, SHIMLA",2879
168,DIALOGUE,FARHAN,[kkyh\,fl abbergasted,"INT. CHANCHAD BHAWAN, SHIMLA",2880
168,DIALOGUE,FARHAN,fj;y jSUpks,,"INT. CHANCHAD BHAWAN, SHIMLA",2881
168,DIALOGUE,REAL RANCHO,[kkyh\,,"INT. CHANCHAD BHAWAN, SHIMLA",2882
168,DIALOGUE,FARHAN,[kkyh dj nsaxs] [kkyh dj nsaxs] eSa dg jgk gw¡,in a frenzy,"INT. CHANCHAD BHAWAN, SHIMLA",2883
168,DIALOGUE,FARHAN,[kkyh dj nsaxsA,,"INT. CHANCHAD BHAWAN, SHIMLA",2884
168,DIALOGUE,FARHAN,fj;y jSUpks,,"INT. CHANCHAD BHAWAN, SHIMLA",2885
168,DIALOGUE,REAL RANCHO,ughaa] ughaa] ughaA,fearfully,"INT. CHANCHAD BHAWAN, SHIMLA",2886
168,DIALOGUE,FARHAN,[kkyh dj nsaxs] [kkyh dj nsaxs!,,"INT. CHANCHAD BHAWAN, SHIMLA",2887
168,DIALOGUE,FARHAN,the commode. Real Rancho panics and,,"INT. CHANCHAD BHAWAN, SHIMLA",2888
168,DIALOGUE,FARHAN,"throws down his gun, raising his hands",,"INT. CHANCHAD BHAWAN, SHIMLA",2889
168,DIALOGUE,FARHAN,in surrender.,,"INT. CHANCHAD BHAWAN, SHIMLA",2890
168,DIALOGUE,FARHAN,fj;y jSUpks,,"INT. CHANCHAD BHAWAN, SHIMLA",2891
168,DIALOGUE,REAL RANCHO,ughaa! gS.M~l viA,,"INT. CHANCHAD BHAWAN, SHIMLA",2892
168,DIALOGUE,REAL RANCHO,jktw,,"INT. CHANCHAD BHAWAN, SHIMLA",2893
168,DIALOGUE,RAJU,py crk] crk dkSu gS rw\,threateningly,"INT. CHANCHAD BHAWAN, SHIMLA",2894
169,DIALOGUE,RAJU,fj;y jSUpks,,"INT. CHANCHAD BHAWAN, SHIMLA",2895
169,DIALOGUE,REAL RANCHO,vjs eSa j.kNksM+nkl gw¡ ;kjA,,"INT. CHANCHAD BHAWAN, SHIMLA",2896
169,DIALOGUE,REAL RANCHO,commode.,,"INT. CHANCHAD BHAWAN, SHIMLA",2897
169,DIALOGUE,REAL RANCHO,fj;y jSUpks,,"INT. CHANCHAD BHAWAN, SHIMLA",2898
169,DIALOGUE,REAL RANCHO,vk ;s! ugha] ikik dh lkSxa/k] ikik dh,yelling out in alarm,"INT. CHANCHAD BHAWAN, SHIMLA",2899
169,DIALOGUE,REAL RANCHO,lkSxa/k] lp cksy jgk gw¡] ;kj! eSa gh j.kNksM+nkl,,"INT. CHANCHAD BHAWAN, SHIMLA",2900
169,DIALOGUE,REAL RANCHO,gw¡A oks rks NksVs FkkA,,"INT. CHANCHAD BHAWAN, SHIMLA",2901
169,DIALOGUE,REAL RANCHO,jktw@Qjgku,,"INT. CHANCHAD BHAWAN, SHIMLA",2902
169,DIALOGUE,CONTINUOUS,bathroom fl oor. Raju is still holding onto,,"INT. BATHROOM, CHANCHAD",2903
169,DIALOGUE,CONTINUOUS,"the urn. Farhan holds Real Rancho’s rifl e,",,"INT. BATHROOM, CHANCHAD",2904
169,DIALOGUE,CONTINUOUS,"it’s barrel pointing upward, away from",,"INT. BATHROOM, CHANCHAD",2905
169,DIALOGUE,CONTINUOUS,everyone.,,"INT. BATHROOM, CHANCHAD",2906
169,DIALOGUE,CONTINUOUS,fj;y jSUpks,,"INT. BATHROOM, CHANCHAD",2907
169,DIALOGUE,REAL RANCHO,oks gekjs ekyh dk cs Vk FkkA lc yks x mls Nks Vs,,"INT. BATHROOM, CHANCHAD",2908
169,DIALOGUE,REAL RANCHO,cq ykrs Fks A eka cki ds xq t+ jus ds ckn Hkh ikik,,"INT. BATHROOM, CHANCHAD",2909
169,DIALOGUE,REAL RANCHO,him Chhote. He stayed on with us after,,"INT. BATHROOM, CHANCHAD",2910
169,DIALOGUE,REAL RANCHO,us mls ?kj es a jgus fn;kA ?kj ds vkW M tkW Cl,,"INT. BATHROOM, CHANCHAD",2911
169,DIALOGUE,REAL RANCHO,he was orphaned. He did odd jobs around,,"INT. BATHROOM, CHANCHAD",2912
169,DIALOGUE,REAL RANCHO,djrk FkkA cYc cnyuk] va Ms cz s M ys vkuk] bL=kh,,"INT. BATHROOM, CHANCHAD",2913
169,DIALOGUE,REAL RANCHO,"the house, ran errands. He had a passion",,"INT. BATHROOM, CHANCHAD",2914
169,DIALOGUE,REAL RANCHO,djuk] ykbd iM+ us dk cM+ k 'kkS d FkkA,,"INT. BATHROOM, CHANCHAD",2915
169,DIALOGUE,REAL RANCHO,for learning.,,"INT. BATHROOM, CHANCHAD",2916
169,DIALOGUE,FLASHBACK,"and pauses, looking around, adjusting his",,"INT. BATHROOM, CHANCHAD",2917
169,DIALOGUE,FLASHBACK,"ill-fi tted tie. Then, a gradual smile lights",,"INT. BATHROOM, CHANCHAD",2918
169,DIALOGUE,FLASHBACK,up his face. He starts walking.,,"INT. BATHROOM, CHANCHAD",2919
170,DIALOGUE,FLASHBACK,fj;y jSUpks,,"INT. BATHROOM, CHANCHAD",2920
170,DIALOGUE,TEACHER,dkSu lh Dykl esa gks csVk\ uke D;k gS,,"INT. BATHROOM, CHANCHAD",2921
170,DIALOGUE,TEACHER,rqEgkjk\,,"INT. BATHROOM, CHANCHAD",2922
170,DIALOGUE,TEACHER,your name?,,"INT. BATHROOM, CHANCHAD",2923
170,DIALOGUE,TEACHER,wide eyed with fright and guilt.,,"INT. BATHROOM, CHANCHAD",2924
171,DIALOGUE,TEACHER,fj;y jSUpks,,"INT. BATHROOM, CHANCHAD",2925
171,DIALOGUE,DAY,home. Chhote and the Teacher stand,,"INT. CHANCHAD BHAWAN, SHIMLA",2926
171,DIALOGUE,DAY,before him.,,"INT. CHANCHAD BHAWAN, SHIMLA",2927
171,DIALOGUE,DAY,';keynkl,,"INT. CHANCHAD BHAWAN, SHIMLA",2928
171,DIALOGUE,SHAMALDAS,'kq:vkr rqeus dh gS] rks [kre Hkh rqe gh,,"INT. CHANCHAD BHAWAN, SHIMLA",2929
171,DIALOGUE,SHAMALDAS,djksxsA,,"INT. CHANCHAD BHAWAN, SHIMLA",2930
171,DIALOGUE,SHAMALDAS,goes up to the Teacher.,,"INT. CHANCHAD BHAWAN, SHIMLA",2931
171,DIALOGUE,SHAMALDAS,';keynkl,,"INT. CHANCHAD BHAWAN, SHIMLA",2932
171,DIALOGUE,SHAMALDAS,iwjs fgekpy esa yksx eq>s lyke Bksdrs gSa] vkSj,,"INT. CHANCHAD BHAWAN, SHIMLA",2933
171,DIALOGUE,SHAMALDAS,esjs ?kwers gh] esjh ihB ds ihNs vaxwBk Nki,,"INT. CHANCHAD BHAWAN, SHIMLA",2934
171,DIALOGUE,SHAMALDAS,behind my back they mock me as an,,"INT. CHANCHAD BHAWAN, SHIMLA",2935
171,DIALOGUE,SHAMALDAS,"dgrs gSaA esjs csVs ds lkFk ,slk ugha gksxkA",,"INT. CHANCHAD BHAWAN, SHIMLA",2936
171,DIALOGUE,SHAMALDAS,illiterate. I won’t let that happen to my,,"INT. CHANCHAD BHAWAN, SHIMLA",2937
171,DIALOGUE,SHAMALDAS,son. This boy wants to study. I want just,,"INT. CHANCHAD BHAWAN, SHIMLA",2938
171,DIALOGUE,SHAMALDAS,"bls fo|k pkfg,] vkSj eq>s flQZ fMxzhA tSlk",glancing at Chhote,"INT. CHANCHAD BHAWAN, SHIMLA",2939
171,DIALOGUE,SHAMALDAS,a degree. Let the game go on. Make this,,"INT. CHANCHAD BHAWAN, SHIMLA",2940
171,DIALOGUE,SHAMALDAS,py jgk gS oSlk pyus nsaA bfUtfu;j cukb;s,,"INT. CHANCHAD BHAWAN, SHIMLA",2941
171,DIALOGUE,SHAMALDAS,kid an engineer and I’ll have a degree in,,"INT. CHANCHAD BHAWAN, SHIMLA",2942
171,DIALOGUE,SHAMALDAS,bl ykSaMs dksA vkSj j.kNksM+nkl ds uke dh,,"INT. CHANCHAD BHAWAN, SHIMLA",2943
171,DIALOGUE,SHAMALDAS,my son’s name on that wall.,,"INT. CHANCHAD BHAWAN, SHIMLA",2944
171,DIALOGUE,SHAMALDAS,"fMxzh ogk¡ ml fnokj is pkfg,] eq>sA",,"INT. CHANCHAD BHAWAN, SHIMLA",2945
172,DIALOGUE,"BHAWAN, SHIMLA DAY",fj;y jSUpks,,"INT. BATHROOM, CHANCHAD",2946
172,DIALOGUE,REAL RANCHO,eSa pkj lky ds fy;s yanu pyk x;k vkSj oks,,"INT. BATHROOM, CHANCHAD",2947
172,DIALOGUE,REAL RANCHO,esjs uke ls vkblhb esa i<+rk jgkA ikik ds,,"INT. BATHROOM, CHANCHAD",2948
172,DIALOGUE,REAL RANCHO,to college as me. He’d promised to cut,,"INT. BATHROOM, CHANCHAD",2949
172,DIALOGUE,REAL RANCHO,lkFk Mhy Fkh fd fMxzh feyus ds ckn vkblhb,,"INT. BATHROOM, CHANCHAD",2950
172,DIALOGUE,REAL RANCHO,contact with all after getting the degree.,,"INT. BATHROOM, CHANCHAD",2951
172,DIALOGUE,REAL RANCHO,ds fdlh vkneh ls ykbQ esa ugha feysxkA,,"INT. BATHROOM, CHANCHAD",2952
172,DIALOGUE,REAL RANCHO,fj;y jSUpks,,"INT. BATHROOM, CHANCHAD",2953
172,DIALOGUE,REAL RANCHO,oks vDlj dgrk Fkk eSa rks ughaa feywaxk],,"INT. BATHROOM, CHANCHAD",2954
172,DIALOGUE,REAL RANCHO,"ij ,d fnu nks bfM;V vk;saxs eq>s <w<+rs gq,A",,"INT. BATHROOM, CHANCHAD",2955
172,DIALOGUE,REAL RANCHO,then what will you people do? Two idiots,,"INT. BATHROOM, CHANCHAD",2956
172,DIALOGUE,REAL RANCHO,rc rqe yksx D;k djksxs\,,"INT. BATHROOM, CHANCHAD",2957
172,DIALOGUE,REAL RANCHO,will come looking for me.”,,"INT. BATHROOM, CHANCHAD",2958
172,DIALOGUE,REAL RANCHO,fj;y jSUpks,,"INT. BATHROOM, CHANCHAD",2959
172,DIALOGUE,REAL RANCHO,"cgqr fel djrk gS rqe nksuks dksA eSa ,MjSl",,"INT. BATHROOM, CHANCHAD",2960
172,DIALOGUE,REAL RANCHO,nsrk gw¡A tkvks mlds iklA ij esjk ;s lhØsV,,"INT. BATHROOM, CHANCHAD",2961
172,DIALOGUE,REAL RANCHO,"his address, go to him. But please keep",,"INT. BATHROOM, CHANCHAD",2962
172,DIALOGUE,REAL RANCHO,fdlh dks er crkuk ;kjA,,"INT. BATHROOM, CHANCHAD",2963
172,DIALOGUE,REAL RANCHO,my secret.,,"INT. BATHROOM, CHANCHAD",2964
172,DIALOGUE,REAL RANCHO,speak together.,,"INT. BATHROOM, CHANCHAD",2965
172,DIALOGUE,FARHAN RAJU,dkSu lk lhØsV\,,"INT. BATHROOM, CHANCHAD",2966
172,DIALOGUE,CONTINUOUS,watching Chatur’s SUV zoom away.,,"EXT. CHANCHAD BHAWAN, SHIMLA",2967
172,DIALOGUE,CONTINUOUS,relief and looks down at the urn in his,,"EXT. CHANCHAD BHAWAN, SHIMLA",2968
172,DIALOGUE,CONTINUOUS,hands. He lifts the lid to look inside,,"EXT. CHANCHAD BHAWAN, SHIMLA",2969
172,DIALOGUE,CONTINUOUS,and does a double take. He peers into,,"EXT. CHANCHAD BHAWAN, SHIMLA",2970
173,DIALOGUE,CONTINUOUS,"it, upturns it to no avail. It’s empty.",,"EXT. CHANCHAD BHAWAN, SHIMLA",2971
173,DIALOGUE,CONTINUOUS,retreating SUV.,,"EXT. CHANCHAD BHAWAN, SHIMLA",2972
173,DIALOGUE,CONTINUOUS,fj;y jSUpks,,"EXT. CHANCHAD BHAWAN, SHIMLA",2973
173,DIALOGUE,REAL RANCHO,ik vk;s!,,"EXT. CHANCHAD BHAWAN, SHIMLA",2974
173,DIALOGUE,REAL RANCHO,a similar urn in his hands.,,"EXT. CHANCHAD BHAWAN, SHIMLA",2975
173,DIALOGUE,REAL RANCHO,vVsaMsUV,,"EXT. CHANCHAD BHAWAN, SHIMLA",2976
173,DIALOGUE,ATTENDANT,lkgcth] vki xyr yksVk ys vk;sA cM+s lkgc,,"EXT. CHANCHAD BHAWAN, SHIMLA",2977
173,DIALOGUE,ATTENDANT,rks blesa gSaA,,"EXT. CHANCHAD BHAWAN, SHIMLA",2978
173,DIALOGUE,ATTENDANT,here.,,"EXT. CHANCHAD BHAWAN, SHIMLA",2979
173,DIALOGUE,CHATUR,okSV n gsy bt+ xksbax vkWu\ ;s xu okyk,,EXT. ROADS MOMENTS LATER,2980
173,DIALOGUE,CHATUR,vkneh dkSu gS\,,EXT. ROADS MOMENTS LATER,2981
173,DIALOGUE,CHATUR,gun guy?,,EXT. ROADS MOMENTS LATER,2982
173,DIALOGUE,CHATUR,next to him.,,EXT. ROADS MOMENTS LATER,2983
173,DIALOGUE,CHATUR,jktw,,EXT. ROADS MOMENTS LATER,2984
173,DIALOGUE,RAJU,vcs cgqr dEIyhdsfVM LVksjh gS] vkSj fcuk,,EXT. ROADS MOMENTS LATER,2985
173,DIALOGUE,RAJU,"lcVkbZVy ds gSA rsjs dks ugha le> vk,xhA",,EXT. ROADS MOMENTS LATER,2986
173,DIALOGUE,RAJU,will not understand.,,EXT. ROADS MOMENTS LATER,2987
173,DIALOGUE,FARHAN,bXukSj djA bXukSj djA,,EXT. ROADS MOMENTS LATER,2988
173,DIALOGUE,FARHAN,prqj,,EXT. ROADS MOMENTS LATER,2989
173,DIALOGUE,CHATUR,ge dgk¡ tk jgs gSa\,,EXT. ROADS MOMENTS LATER,2990
173,DIALOGUE,FARHAN,yík[kA,,EXT. ROADS MOMENTS LATER,2991
174,DIALOGUE,FARHAN,jSUpks ls feyusA,,EXT. ROADS MOMENTS LATER,2992
174,DIALOGUE,FARHAN,prqj,,EXT. ROADS MOMENTS LATER,2993
174,DIALOGUE,CHATUR,oks yík[k esa gS\ ogk¡ D;k dj jgs gSa\,,EXT. ROADS MOMENTS LATER,2994
174,DIALOGUE,FARHAN,"irk ugha A ys fdu ;s dks bZ Ldw y dk ,MjS l",,EXT. ROADS MOMENTS LATER,2995
174,DIALOGUE,FARHAN,gS A,,EXT. ROADS MOMENTS LATER,2996
174,DIALOGUE,FARHAN,school.,,EXT. ROADS MOMENTS LATER,2997
174,DIALOGUE,CHATUR,style.,,EXT. ROADS MOMENTS LATER,2998
174,DIALOGUE,CHATUR,prqj,,EXT. ROADS MOMENTS LATER,2999
174,DIALOGUE,CHATUR,"ekLVjth\ vkb ,se okbl izsftMsUV vkWQ",,EXT. ROADS MOMENTS LATER,3000
174,DIALOGUE,CHATUR,"jkSdy¸t+ dkWjiksjs'ku vkSj oks QkWj ,siy]",,EXT. ROADS MOMENTS LATER,3001
174,DIALOGUE,CHATUR,ch QkWj ckWyA,,EXT. ROADS MOMENTS LATER,3002
174,DIALOGUE,CHATUR,for Ball,,EXT. ROADS MOMENTS LATER,3003
174,DIALOGUE,RAJU,prqj,,EXT. ROADS MOMENTS LATER,3004
174,DIALOGUE,CHATUR,uSDLV ohd esa Qqulq[k okaxMw ds lkFk,,EXT. ROADS MOMENTS LATER,3005
174,DIALOGUE,CHATUR,eYVh fefy;u MkWyj Mhy lkbu d:axk vkSj,,EXT. ROADS MOMENTS LATER,3006
174,DIALOGUE,CHATUR,oks,,EXT. ROADS MOMENTS LATER,3007
174,DIALOGUE,CHATUR,from the rear view mirror of the SUV.,,EXT. ROADS MOMENTS LATER,3008
174,DIALOGUE,CHATUR,"as Farhan plugs cotton into his ears, both",,EXT. ROADS MOMENTS LATER,3009
174,DIALOGUE,CHATUR,shutting out Chatur.,,EXT. ROADS MOMENTS LATER,3010
175,DIALOGUE,CHATUR,prqj,,EXT. ROADS MOMENTS LATER,3011
175,DIALOGUE,CHATUR,cM+h cM+h ckrsa djrk Fkk MksUV dEihV,,EXT. ROADS MOMENTS LATER,3012
175,DIALOGUE,CHATUR,dks&vkWijsV,,EXT. ROADS MOMENTS LATER,3013
175,DIALOGUE,DIRECTOR,ewu is dne j[kus okyk igyk bUlku dkSu,,"INT. AUDITORIUM, ICE DAY",3014
175,DIALOGUE,DIRECTOR,"up eagerly, along with almost everyone",,"INT. AUDITORIUM, ICE DAY",3015
175,DIALOGUE,DIRECTOR,else.,,"INT. AUDITORIUM, ICE DAY",3016
176,DIALOGUE,DIRECTOR,know it. Who was the second?,,"INT. AUDITORIUM, ICE DAY",3017
176,DIALOGUE,DIRECTOR,second.,,"INT. AUDITORIUM, ICE DAY",3018
176,DIALOGUE,DIRECTOR,"in the back row, exchange looks.",,"INT. AUDITORIUM, ICE DAY",3019
176,DIALOGUE,DIRECTOR,nks eghus ckn] NCchl daifu;k¡ bl dSEil esa,,"INT. AUDITORIUM, ICE DAY",3020
176,DIALOGUE,DIRECTOR,"vk;saxh] vkidks tkWCl vkWQj djus ds fy,A",,"INT. AUDITORIUM, ICE DAY",3021
176,DIALOGUE,DIRECTOR,offers. You’ll have a job even before your,,"INT. AUDITORIUM, ICE DAY",3022
176,DIALOGUE,DIRECTOR,mldk eryc ;s gSa vkids Qkbuy bXt+Sel ds,,"INT. AUDITORIUM, ICE DAY",3023
176,DIALOGUE,DIRECTOR,fi nal exam.,,"INT. AUDITORIUM, ICE DAY",3024
176,DIALOGUE,DIRECTOR,igys] vkids gkFk esa tkWCl gksaxsA,,"INT. AUDITORIUM, ICE DAY",3025
176,DIALOGUE,DIRECTOR,friends. They’re both transfi xed by the,,"INT. AUDITORIUM, ICE DAY",3026
176,DIALOGUE,DIRECTOR,medal on the pedal. Accelerator dabao.,,"INT. AUDITORIUM, ICE DAY",3027
177,DIALOGUE,DIRECTOR,jktw,,"INT. AUDITORIUM, ICE DAY",3028
177,DIALOGUE,RAJU,"lj liks t+ fdlh LVw MUV dks tkW c fey tk,",,"INT. AUDITORIUM, ICE DAY",3029
177,DIALOGUE,RAJU,"vkS j oks QkbuYl es a ,d nks ekDlZ ls Qs y",,"INT. AUDITORIUM, ICE DAY",3030
177,DIALOGUE,RAJU,"narrowly fails the fi nal exam, will he still",,"INT. AUDITORIUM, ICE DAY",3031
177,DIALOGUE,RAJU,"gks tk, rks D;kA tkW c jgs xh ;k",,"INT. AUDITORIUM, ICE DAY",3032
177,DIALOGUE,RAJU,have the job?,,"INT. AUDITORIUM, ICE DAY",3033
177,DIALOGUE,DIRECTOR,oSjh xqM DoS'ku\ vkSj dksbZ gS ftlds eu esa,sarcastically,"INT. AUDITORIUM, ICE DAY",3034
177,DIALOGUE,DIRECTOR,same question?,,"INT. AUDITORIUM, ICE DAY",3035
177,DIALOGUE,DIRECTOR,;s loky mBrk gSA,,"INT. AUDITORIUM, ICE DAY",3036
177,DIALOGUE,DIRECTOR,a big hand. Come on stage. Come!,,"INT. AUDITORIUM, ICE DAY",3037
177,DIALOGUE,DIRECTOR,his hand across his face in exasperation.,,"INT. AUDITORIUM, ICE DAY",3038
177,DIALOGUE,DIRECTOR,their way slowly to the stage.,,"INT. AUDITORIUM, ICE DAY",3039
177,DIALOGUE,DIRECTOR,vkb;s] vkb;s] MkSUV osLV ekb Vkbe!,,"INT. AUDITORIUM, ICE DAY",3040
177,DIALOGUE,DIRECTOR,"the stage, the Director goes up to them,",,"INT. AUDITORIUM, ICE DAY",3041
177,DIALOGUE,DIRECTOR,continuing to speak.,,"INT. AUDITORIUM, ICE DAY",3042
177,DIALOGUE,DIRECTOR,fiNys pkj lky ls ;s vkblhb ds lcls,,"INT. AUDITORIUM, ICE DAY",3043
177,DIALOGUE,DIRECTOR,dalhLVasV LVwMsUVl jgs gSaA D;ksaafd ;s dalhLVsaVyh,,"INT. AUDITORIUM, ICE DAY",3044
177,DIALOGUE,DIRECTOR,most consistent students. Consistently last,,"INT. AUDITORIUM, ICE DAY",3045
177,DIALOGUE,DIRECTOR,gj bXt+Se esa ykLV vk;s gSaA,,"INT. AUDITORIUM, ICE DAY",3046
177,DIALOGUE,DIRECTOR,in every exam.,,"INT. AUDITORIUM, ICE DAY",3047
178,DIALOGUE,DIRECTOR,them.,,"INT. AUDITORIUM, ICE DAY",3048
178,DIALOGUE,DIRECTOR,troubled eyes.,,"INT. AUDITORIUM, ICE DAY",3049
178,DIALOGUE,DIRECTOR,and Raju to the centre of the stage.,,"INT. AUDITORIUM, ICE DAY",3050
178,DIALOGUE,DIRECTOR,de ekb t+hfu;llsl deA bu nks t+hfu;llsl,,"INT. AUDITORIUM, ICE DAY",3051
178,DIALOGUE,DIRECTOR,ds czsUl dks fudky ds ge ckt+kj esa cspsaxs rks,,"INT. AUDITORIUM, ICE DAY",3052
178,DIALOGUE,DIRECTOR,will fetch a handsome price. ’Cause they’re,,"INT. AUDITORIUM, ICE DAY",3053
178,DIALOGUE,DIRECTOR,cgqr vPNk izkbl vk;sxk] D;ksaafd ;s vu;wLM,,"INT. AUDITORIUM, ICE DAY",3054
178,DIALOGUE,DIRECTOR,completely unused.,,"INT. AUDITORIUM, ICE DAY",3055
178,DIALOGUE,DIRECTOR,czsUl gSaA dHkh bLrseky gh ugha fd;kA,,"INT. AUDITORIUM, ICE DAY",3056
178,DIALOGUE,DIRECTOR,are not laughing anymore. Rancho looks,,"INT. AUDITORIUM, ICE DAY",3057
178,DIALOGUE,DIRECTOR,deeply disturbed and angry.,,"INT. AUDITORIUM, ICE DAY",3058
178,DIALOGUE,DIRECTOR,",.M Vw vkUlj fn;j Dos'kuA buds ikl ;k",,"INT. AUDITORIUM, ICE DAY",3059
178,DIALOGUE,DIRECTOR,won’t affect their jobs because no company,,"INT. AUDITORIUM, ICE DAY",3060
178,DIALOGUE,DIRECTOR,iM+us okykA D;ksaafd budks tkWCl feyus okyh,,"INT. AUDITORIUM, ICE DAY",3061
178,DIALOGUE,DIRECTOR,"will hire them anyway! They’re so unique,",,"INT. AUDITORIUM, ICE DAY",3062
178,DIALOGUE,DIRECTOR,gh ughaa gSA vkb xjkUVh bVA budk uke,,"INT. AUDITORIUM, ICE DAY",3063
178,DIALOGUE,DIRECTOR,their names will be written in gold,,"INT. AUDITORIUM, ICE DAY",3064
178,DIALOGUE,DIRECTOR,"xksYM esa fy[kk tk;sxkA QjgkuukbVsªV ,.M",,"INT. AUDITORIUM, ICE DAY",3065
178,DIALOGUE,DIRECTOR,‘Farhanitrate’ and ‘Prerajulisation’.,,"INT. AUDITORIUM, ICE DAY",3066
178,DIALOGUE,DIRECTOR,izhjktwykbt+s'kuA,,"INT. AUDITORIUM, ICE DAY",3067
